stock,ltp,0,0.236,0.382,0.5,0.618,0.786,1,1.236,1.618,0,0.236,0.382,0.5,0.618,0.786,1,1.236,1.618
INDHOTEL,456.05,409,418.68,424.66,429.5,434.34,441.23,~~~*~~~,459.68,475.34,416.9,424.71,429.54,433.45,437.36,442.92,~~~*~~~,457.81,470.46
INDIACEM,265.45,213,227.63,236.68,244,251.32,261.73,~~~*~~~,289.63,313.32,241.2,249.18,254.11,258.1,262.09,267.77,~~~*~~~,282.98,295.89
INDIAMART,2743.15,2547.15,2633.25,2686.52,2729.58,2772.63,2833.92,~~~*~~~,2998.1,3137.48,2628.5,2695.41,2736.8,2770.25,2803.7,2851.33,~~~*~~~,2978.91,3087.2
INDIGO,2954.95,2524.2,2638.61,2709.39,2766.6,2823.81,2905.25,~~~*~~~,3123.41,3308.61,2819.55,2864.26,2891.92,2914.28,2936.63,2968.46,~~~*~~~,3053.71,3126.08
INDUSINDBK,1643.2,1450.05,1489.9,1514.55,1534.48,1554.4,1582.77,~~~*~~~,1658.75,1723.25,1527.55,1549.11,1562.45,1573.22,1584,1599.35,~~~*~~~,1640.46,1675.35
INDUSTOWER,222.15,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~
INFY,1532.55,1393,1440.2,1469.4,1493,1516.6,1550.2,~~~*~~~,1640.2,1716.6,1521,1537.99,1548.5,1557,1565.5,1577.59,~~~*~~~,1609.99,1637.5
INTELLECT,822.5,673.8,713.96,738.8,758.88,778.95,807.54,~~~*~~~,884.11,949.1,748.25,770.84,784.81,796.1,807.39,823.47,~~~*~~~,866.54,903.09
IOC,132.7,99.15,107.36,112.44,116.55,120.66,126.5,~~~*~~~,142.16,155.46,117.35,121.27,123.69,125.65,127.61,130.4,~~~*~~~,137.87,144.21
IPCALAB,1113.4,~~~*~~~,1069.52,1087.16,1101.42,1115.69,1135.99,1161.85,1190.37,1236.54,~~~*~~~,1062.95,1076.53,1087.5,1098.47,1114.1,1134,1155.95,1191.47
IRCTC,905.9,674,731.23,766.64,795.25,823.86,864.6,~~~*~~~,973.73,1066.36,778.65,811.18,831.31,847.58,863.84,887,~~~*~~~,949.03,1001.69
ITC,473.95,434.15,442.11,447.04,451.02,455.01,460.68,~~~*~~~,475.86,488.76,444.45,449.98,453.41,456.17,458.94,462.88,~~~*~~~,473.43,482.39
JINDALSTEL,735.75,642.5,672.09,690.4,705.2,720,741.06,767.9,797.49,845.4,685.05,700.38,709.86,717.52,725.19,736.1,750,765.33,790.14
JKCEMENT,3930.6,3430,3563.58,3646.21,3713,3779.79,3874.88,~~~*~~~,4129.58,4345.79,3715.4,3781.62,3822.59,3855.7,3888.81,3935.95,~~~*~~~,4062.22,4169.41
JSWSTEEL,829.4,760.65,792.53,812.26,828.2,844.14,866.84,~~~*~~~,927.63,979.24,820.1,837.95,849,857.92,866.85,879.56,~~~*~~~,913.6,942.5
JUBLFOOD,555.55,506.1,525.18,536.98,546.53,556.07,569.65,~~~*~~~,606.03,636.92,552.65,560.74,565.75,569.8,573.85,579.61,~~~*~~~,595.04,608.15
KOTAKBANK,1847.6,1733.7,1779.2,1807.35,1830.1,1852.85,1885.24,~~~*~~~,1972,2045.65,1805,1833.67,1851.41,1865.75,1880.09,1900.5,~~~*~~~,1955.17,2001.59
L&TFH,170.9,139,145.42,149.39,152.6,155.81,160.38,~~~*~~~,172.62,183.01,146.25,150.96,153.87,156.22,158.58,161.93,~~~*~~~,170.91,178.53
LALPATHLAB,2597.6,~~~*~~~,2522.2,2569,2606.82,2644.65,2698.5,2767.1,2842.75,2965.2,~~~*~~~,2496.53,2527.46,2552.45,2577.44,2613.02,2658.35,2708.33,2789.24
LAURUSLABS,427.3,366.05,383.21,393.82,402.4,410.98,423.19,~~~*~~~,455.91,483.68,380,393.86,402.44,409.38,416.31,426.18,~~~*~~~,452.62,475.06
LICHSGFIN,574.8,452.1,473.91,487.4,498.3,509.2,524.73,544.5,566.31,601.6,505.05,513.77,519.16,523.52,527.89,534.09,542,550.72,564.84
LT,3521.9,3031.05,3155.87,3233.09,3295.5,3357.91,3446.77,~~~*~~~,3684.77,3886.81,3333,3386.56,3419.69,3446.48,3473.26,3511.38,~~~*~~~,3613.51,3700.21
LTIM,5947.65,5292.7,5543.64,5698.88,5824.35,5949.82,6128.45,~~~*~~~,6606.94,7013.12,5936,6035.12,6096.44,6146,6195.56,6266.12,~~~*~~~,6455.12,6615.56
LTTS,5217.7,4283.05,4538.86,4697.12,4825.02,4952.93,5135.03,~~~*~~~,5622.81,6036.88,4951,5049.18,5109.91,5159,5208.09,5277.98,~~~*~~~,5465.18,5624.09
LUPIN,1389.45,1168.75,1210.78,1236.78,1257.8,1278.82,1308.74,~~~*~~~,1388.88,1456.92,1200.15,1234.77,1256.19,1273.5,1290.81,1315.46,~~~*~~~,1381.47,1437.51
M&M,1642,1533.55,1586.52,1619.29,1645.78,1672.26,1709.97,~~~*~~~,1810.97,1896.71,1620.4,1652.87,1672.96,1689.2,1705.44,1728.55,~~~*~~~,1790.47,1843.04
MANAPPURAM,175.75,147.15,154.32,158.76,162.35,165.94,171.04,~~~*~~~,184.72,196.34,158.25,162.8,165.62,167.9,170.18,173.42,~~~*~~~,182.1,189.48
MARICO,546,516.05,524.97,530.49,534.95,539.41,545.76,~~~*~~~,562.77,577.21,520.85,528.64,533.46,537.35,541.24,546.79,~~~*~~~,561.64,574.24
MARUTI,10017,~~~*~~~,10092.26,10252.9,10382.72,10512.55,10697.4,10932.85,11192.51,11612.8,~~~*~~~,9984.62,10078.67,10154.67,10230.68,10338.9,10476.75,10628.77,10874.83
MCDOWELL-N,1101.05,1027,1049.42,1063.29,1074.5,1085.71,1101.67,~~~*~~~,1144.42,1180.71,1047.55,1065.12,1075.99,1084.78,1093.56,1106.07,~~~*~~~,1139.57,1168.01
MCX,3144.45,2725.2,2871.24,2961.58,3034.6,3107.62,3211.58,3344,3490.04,3726.42,3059.25,3125.5,3166.48,3199.6,3232.72,3279.88,3339.95,3406.2,3513.42
METROPOLIS,1674.45,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~
MFSL,948.15,910.4,947.48,970.41,988.95,1007.49,1033.88,1067.5,1104.58,1164.59,921.4,946.84,962.58,975.3,988.02,1006.13,1029.2,1054.64,1095.82
MGL,1238.1,1017.55,1068.02,1099.24,1124.47,1149.71,1185.64,~~~*~~~,1281.87,1363.56,1136,1158.51,1172.44,1183.7,1194.96,1210.98,~~~*~~~,1253.91,1290.36
MOTHERSON,104.05,86.8,90.59,92.93,94.82,96.72,99.42,~~~*~~~,106.64,112.77,90.2,93.19,95.03,96.52,98.02,100.14,~~~*~~~,105.84,110.67
MPHASIS,2637.55,2210.05,2346.56,2431.02,2499.28,2567.53,2664.71,~~~*~~~,2925.01,3145.98,2567.95,2620,2652.2,2678.22,2704.25,2741.3,~~~*~~~,2840.55,2924.8
MRF,132701.25,107812.6,113143.07,116440.74,119105.98,121771.21,125565.79,~~~*~~~,135729.82,144357.96,115500.05,119016.28,121191.58,122949.7,124707.82,127210.9,~~~*~~~,133915.58,139607.12
MUTHOOTFIN,1499.5,1290,1341.44,1373.26,1398.98,1424.69,1461.31,1507.95,1559.39,1642.64,1420,1439.23,1451.13,1460.75,1470.37,1484.06,1501.5,1520.73,1551.87
NATIONALUM,128.1,90.1,100.86,107.52,112.9,118.28,125.94,~~~*~~~,146.46,163.88,102.3,110.18,115.06,119,122.94,128.55,~~~*~~~,143.58,156.34
NAUKRI,5246.15,4520.5,4708.96,4825.55,4919.77,5014,5148.16,~~~*~~~,5507.51,5812.55,4884.1,4986.75,5050.25,5101.58,5152.9,5225.97,~~~*~~~,5421.7,5587.85
NAVINFLUOR,3822.65,3585.1,3678.17,3735.74,3782.27,3828.81,3895.06,~~~*~~~,4072.52,4223.16,3680.2,3750.82,3794.51,3829.82,3865.14,3915.41,~~~*~~~,4050.07,4164.39
NESTLEIND,2666.4,2388.31,2453.61,2494.01,2526.65,2559.3,2605.79,~~~*~~~,2730.3,2835.99,2422,2479.35,2514.83,2543.5,2572.17,2613,~~~*~~~,2722.35,2815.17
NMDC,222.7,166.75,177.58,184.28,189.7,195.12,202.83,~~~*~~~,223.48,241.02,179.9,187.63,192.41,196.28,200.14,205.64,~~~*~~~,220.38,232.89
NTPC,314.95,245.95,262.36,272.52,280.73,288.93,300.62,~~~*~~~,331.91,358.48,293.2,298.46,301.72,304.35,306.98,310.73,~~~*~~~,320.76,329.28
OBEROIRLTY,1518.65,1247.95,1308.04,1345.21,1375.25,1405.29,1448.07,~~~*~~~,1562.64,1659.89,1355,1389.82,1411.36,1428.78,1446.19,1470.97,~~~*~~~,1537.37,1593.74
OFSS,4457.65,3957.75,4061.54,4125.75,4177.65,4229.55,4303.43,~~~*~~~,4501.34,4669.35,4120,4185.5,4226.02,4258.77,4291.53,4338.15,~~~*~~~,4463.05,4569.08
ONGC,216.45,188.15,193.78,197.26,200.08,202.89,206.9,~~~*~~~,217.63,226.74,196.85,200.43,202.64,204.42,206.21,208.76,~~~*~~~,215.58,221.36
PAGEIND,38908.35,36529.55,37086.43,37430.94,37709.38,37987.81,38384.23,~~~*~~~,39446.08,40347.46,36746.1,37251.87,37564.76,37817.65,38070.54,38430.58,~~~*~~~,39394.97,40213.64
PEL,939.7,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~,~~~*~~~
PERSISTENT,7350.75,6239.15,6550.87,6743.71,6899.58,7055.44,7277.34,~~~*~~~,7871.72,8376.29,6865.8,7029.63,7130.98,7212.9,7294.82,7411.44,~~~*~~~,7723.83,7989.02
PETRONET,228.65,194.4,201.72,206.24,209.9,213.56,218.77,~~~*~~~,232.72,244.56,206.4,210.88,213.66,215.9,218.14,221.33,~~~*~~~,229.88,237.14
PFC,404,302,331.91,350.42,365.38,380.33,401.63,428.75,458.66,507.08,368.35,382.03,390.49,397.33,404.16,413.9,426.3,439.98,462.11
PIDILITIND,2722.6,2420.85,2499.38,2547.96,2587.22,2626.49,2682.39,~~~*~~~,2832.13,2959.24,2547.85,2596.41,2626.45,2650.72,2675,2709.57,~~~*~~~,2802.16,2880.75
PIIND,3460.5,3316.55,3458.96,3547.07,3618.28,3689.48,3790.86,3920,4062.41,4292.93,3329.55,3374.96,3403.05,3425.75,3448.45,3480.78,3521.95,3567.36,3640.85
PNB,97.25,75.6,80.82,84.04,86.65,89.26,92.97,~~~*~~~,102.92,111.36,84.75,87.81,89.7,91.22,92.75,94.93,~~~*~~~,100.76,105.7
POLYCAB,5401.3,5092.65,5243.77,5337.26,5412.82,5488.39,5595.97,5733,5884.12,6128.74,5305.65,5401.89,5461.43,5509.55,5557.67,5626.18,5713.45,5809.69,5965.47
POWERGRID,241.25,205.7,213.78,218.78,222.82,226.87,232.62,~~~*~~~,248.03,261.12,222.7,226.77,229.29,231.32,233.36,236.26,~~~*~~~,244.02,250.61
RAIN,152.95,141.6,145,147.1,148.8,150.5,152.92,~~~*~~~,159.4,164.9,142.5,145.69,147.66,149.25,150.84,153.11,~~~*~~~,159.19,164.34
RAMCOCEM,1028.1,959.1,982.49,996.96,1008.65,1020.34,1036.99,1058.2,1081.59,1119.44,970.3,988.81,1000.27,1009.52,1018.78,1031.96,1048.75,1067.26,1097.23
RBLBANK,287.5,226.75,242.55,252.32,260.23,268.13,279.37,~~~*~~~,309.5,335.08,259.75,267.76,272.72,276.73,280.73,286.43,~~~*~~~,301.71,314.68
RECLTD,434.3,327.85,357.8,376.33,391.3,406.27,427.59,454.75,484.7,533.17,389.2,402.31,410.42,416.98,423.53,432.86,444.75,457.86,479.08
RELIANCE,2607.7,2327,2394.73,2436.63,2470.5,2504.37,2552.58,~~~*~~~,2681.73,2791.37,2470.05,2504.02,2525.04,2542.02,2559.01,2583.19,~~~*~~~,2647.97,2702.96
SAIL,116.95,87.8,96.76,102.3,106.78,111.25,117.63,~~~*~~~,134.71,149.2,102.15,107.72,111.17,113.95,116.73,120.7,~~~*~~~,131.32,140.33
SBICARD,771.6,720.8,736.85,746.78,754.8,762.82,774.25,~~~*~~~,804.85,830.82,751.6,760.38,765.81,770.2,774.59,780.84,~~~*~~~,797.58,811.79
SBILIFE,1454.15,1332.05,1369.77,1393.11,1411.98,1430.84,1457.69,1491.9,1529.62,1590.69,1379.95,1404.74,1420.08,1432.48,1444.87,1462.52,1485,1509.79,1549.92
SBIN,641.95,555.15,579.99,595.36,607.78,620.19,637.88,~~~*~~~,685.24,725.44,619.85,629.42,635.34,640.12,644.91,651.72,~~~*~~~,669.97,685.46
SHREECEM,27023.3,25600,26461.4,26994.3,27425,27855.7,28468.9,~~~*~~~,30111.4,31505.7,27905.75,28222.99,28419.25,28577.88,28736.5,28962.33,~~~*~~~,29567.24,30080.75
SIEMENS,4077.2,3413.05,3609.39,3730.85,3829.02,3927.2,4066.96,~~~*~~~,4441.34,4759.15,3809.15,3912.01,3975.64,4027.08,4078.51,4151.73,~~~*~~~,4347.86,4514.36
SRF,2480.6,2324.05,2372.42,2402.34,2426.52,2450.71,2485.14,~~~*~~~,2577.37,2655.66,2344.6,2388.12,2415.04,2436.8,2458.56,2489.54,~~~*~~~,2572.52,2642.96
SUNPHARMA,1300.2,1171,1194.82,1209.56,1221.47,1233.39,1250.35,~~~*~~~,1295.77,1334.34,1208.55,1223.51,1232.77,1240.25,1247.73,1258.38,~~~*~~~,1286.91,1311.13
SUNTV,721.3,655.35,673.42,684.59,693.62,702.66,715.52,~~~*~~~,749.97,779.21,665.4,681.09,690.8,698.65,706.5,717.67,~~~*~~~,747.59,773
SYNGENE,723.6,~~~*~~~,696.46,709.37,719.8,730.23,745.08,764,784.86,818.63,~~~*~~~,684.9,690.65,695.3,699.95,706.57,715,724.3,739.35
TATACHEM,1104.7,948.1,989.38,1014.91,1035.55,1056.19,1085.57,~~~*~~~,1164.28,1231.09,980,1013.75,1034.63,1051.5,1068.37,1092.4,~~~*~~~,1156.75,1211.37
TATACOMM,1758.45,1649.05,1694.59,1722.76,1745.52,1768.29,1800.71,~~~*~~~,1887.54,1961.24,1688.05,1724.38,1746.86,1765.02,1783.19,1809.05,~~~*~~~,1878.33,1937.14
TATACONSUM,1122.95,906,950.37,977.82,1000,1022.18,1053.77,~~~*~~~,1138.37,1210.18,945.3,980.39,1002.1,1019.65,1037.2,1062.18,~~~*~~~,1129.09,1185.9
TATAMOTORS,790.95,656.55,691.09,712.46,729.72,746.99,771.58,~~~*~~~,837.44,893.34,696.25,721.42,736.99,749.58,762.16,780.08,~~~*~~~,828.07,868.81
TATAPOWER,340.75,257.05,278.25,291.37,301.98,312.58,327.67,~~~*~~~,368.1,402.43,312.7,320.77,325.76,329.8,333.84,339.58,~~~*~~~,354.97,368.04
TATASTEEL,133.65,121.5,126.16,129.04,131.38,133.71,137.02,~~~*~~~,145.91,153.46,127.85,131.01,132.97,134.55,136.13,138.38,~~~*~~~,144.41,149.53
TCS,3737.9,3356.05,3491.27,3574.92,3642.52,3710.13,3806.39,~~~*~~~,4064.22,4283.08,3666.7,3728.6,3766.9,3797.85,3828.8,3872.87,~~~*~~~,3990.9,4091.1
TECHM,1248.3,1143.5,1188.23,1215.91,1238.28,1260.64,1292.49,~~~*~~~,1377.78,1450.19,1226,1251.26,1266.89,1279.53,1292.16,1310.14,~~~*~~~,1358.31,1399.21
TITAN,3712.55,3259.25,3372,3441.75,3498.12,3554.5,3634.76,~~~*~~~,3849.75,4032.25,3518.8,3570.3,3602.15,3627.9,3653.65,3690.31,~~~*~~~,3788.5,3871.85
TORNTPHARM,2350.1,2024.65,2092.03,2133.71,2167.4,2201.09,2249.05,~~~*~~~,2377.53,2486.59,2074.35,2130,2164.43,2192.25,2220.07,2259.69,~~~*~~~,2365.8,2455.87
TORNTPOWER,1038.2,784.2,846.22,884.59,915.6,946.61,990.76,1047,1109.02,1209.41,869,888.35,900.32,910,919.68,933.45,951,970.35,1001.68
TRENT,3065.55,2491.4,2625.67,2708.74,2775.88,2843.01,2938.59,~~~*~~~,3194.62,3411.96,2879.5,2922.18,2948.58,2969.92,2991.27,3021.65,~~~*~~~,3103.03,3172.12
TVSMOTOR,1979.3,1647.05,1744.15,1804.22,1852.78,1901.33,1970.45,2058.5,2155.6,2312.78,1924.7,1955.26,1974.17,1989.45,2004.73,2026.49,2054.2,2084.76,2134.23
UBL,1888.25,1547,1604.11,1639.44,1668,1696.56,1737.21,~~~*~~~,1846.11,1938.56,1663,1692.74,1711.13,1726,1740.87,1762.04,~~~*~~~,1818.74,1866.87
ULTRACEMCO,10016.05,8545.05,9012.55,9301.77,9535.52,9769.28,10102.08,~~~*~~~,10993.5,11750.23,9824.85,9990.32,10092.69,10175.42,10258.16,10375.95,~~~*~~~,10691.47,10959.31
UPL,581.25,554.8,568.95,577.7,584.78,591.85,601.92,~~~*~~~,628.9,651.8,565.7,577.28,584.44,590.22,596.01,604.25,~~~*~~~,626.33,645.06
VEDL,265.85,230.75,239.16,244.37,248.58,252.78,258.77,~~~*~~~,274.81,288.43,249.1,253.18,255.71,257.75,259.79,262.7,~~~*~~~,270.48,277.09
VOLTAS,1009.2,811.15,854.02,880.54,901.97,923.41,953.93,~~~*~~~,1035.67,1105.06,854.9,887.44,907.58,923.85,940.12,963.29,~~~*~~~,1025.34,1078.02
WHIRLPOOL,1364.05,1293,1369.55,1416.9,1455.18,1493.45,1547.94,1617.35,1693.9,1817.8,1330.4,1342.11,1349.35,1355.2,1361.05,1369.39,1380,1391.71,1410.65
WIPRO,456.6,384.25,406.23,419.83,430.82,441.82,457.47,~~~*~~~,499.38,534.97,427.2,439.05,446.38,452.3,458.22,466.66,~~~*~~~,489.25,508.42
ZEEL,283.05,242.15,255.73,264.13,270.92,277.72,287.38,299.7,313.28,335.27,248.15,257.21,262.82,267.35,271.88,278.33,286.55,295.61,310.28
